"Date","Price","Social Volume","Active social users (Twitter)"
"2019-11-27T00:00:00.000Z","7077.11687737","7072",""
"2019-11-27T12:00:00.000Z","7531.6636446","",""
"2019-11-28T00:00:00.000Z","7571.54135975","6244",""
"2019-11-28T12:00:00.000Z","7463.1061283","",""
"2019-11-29T00:00:00.000Z","7553.06088015","7580",""
"2019-11-29T12:00:00.000Z","7761.24360172","",""
"2019-11-30T00:00:00.000Z","7724.25740959","5573",""
"2019-11-30T12:00:00.000Z","7569.63012202","",""
"2019-12-01T00:00:00.000Z","7352.87257972","6617",""
"2019-12-01T12:00:00.000Z","7424.29226516","",""
"2019-12-02T00:00:00.000Z","7291.68862034","7135",""
"2019-12-02T12:00:00.000Z","7321.98811242","",""
"2019-12-03T00:00:00.000Z","7294.86268117","6778",""
"2019-12-03T12:00:00.000Z","7320.1454684","",""
"2019-12-04T00:00:00.000Z","7259.11013611","7629",""
"2019-12-04T12:00:00.000Z","7252.03458617","",""
"2019-12-05T00:00:00.000Z","7443.63312907","6573",""
"2019-12-05T12:00:00.000Z","7448.30752084","",""
"2019-12-06T00:00:00.000Z","7409.49247215","6410",""
"2019-12-06T12:00:00.000Z","7546.99669772","",""
"2019-12-07T00:00:00.000Z","7566.87222083","4956",""
"2019-12-07T12:00:00.000Z","7556.23803387","",""
"2019-12-08T00:00:00.000Z","7579.26950957","5532",""
"2019-12-08T12:00:00.000Z","7561.79517117","",""
"2019-12-09T00:00:00.000Z","7492.45127014","6721",""
"2019-12-09T12:00:00.000Z","7400.89935576","",""
"2019-12-10T00:00:00.000Z","7359.56579347","6939",""
"2019-12-10T12:00:00.000Z","7278.1197833","",""
"2019-12-11T00:00:00.000Z","7288.71898084","5656",""
"2019-12-11T12:00:00.000Z","7217.09216142","",""
"2019-12-12T00:00:00.000Z","7221.63301727","6582",""
"2019-12-12T12:00:00.000Z","7243.13436273","",""
"2019-12-13T00:00:00.000Z","7268.01030545","6558",""
"2019-12-13T12:00:00.000Z","7267.73124694","",""
"2019-12-14T00:00:00.000Z","7219.07962426","5401",""
"2019-12-14T12:00:00.000Z","7125.24632087","",""
"2019-12-15T00:00:00.000Z","7118.25358909","4587",""
"2019-12-15T12:00:00.000Z","7152.30184412","",""
"2019-12-16T00:00:00.000Z","7138.03962265","7041",""
"2019-12-16T12:00:00.000Z","6931.52911795","",""
"2019-12-17T00:00:00.000Z","6957.41191109","8376",""
"2019-12-17T12:00:00.000Z","6611.38163978","",""
"2019-12-18T00:00:00.000Z","6668.1182268","6652",""
"2019-12-18T12:00:00.000Z","7277.59099229","",""
"2019-12-19T00:00:00.000Z","7168.23924702","5889",""
"2019-12-19T12:00:00.000Z","7203.78275254","",""
"2019-12-20T00:00:00.000Z","7198.1625804","5034",""
"2019-12-20T12:00:00.000Z","7218.81638679","",""
"2019-12-21T00:00:00.000Z","7187.39633395","4197",""
"2019-12-21T12:00:00.000Z","7191.15846913","",""
"2019-12-22T00:00:00.000Z","7215.49533671","5203",""
"2019-12-22T12:00:00.000Z","7514.07499421","",""
"2019-12-23T00:00:00.000Z","7575.7450872","6412",""
"2019-12-23T12:00:00.000Z","7354.39283808","",""
"2019-12-24T00:00:00.000Z","7454.43782752","5287",""
"2019-12-24T12:00:00.000Z","7308.4280497","",""
"2019-12-25T00:00:00.000Z","7267.74205883","4503",""
"2019-12-25T12:00:00.000Z","7270.72575618","",""
"2019-12-26T00:00:00.000Z","7234.05364934","5439",""
"2019-12-26T12:00:00.000Z","7241.13928498","",""
"2019-12-27T00:00:00.000Z","7213.49925135","5164",""
"2019-12-27T12:00:00.000Z","7292.44809679","",""
"2019-12-28T00:00:00.000Z","7325.61209246","4920",""
"2019-12-28T12:00:00.000Z","7317.99003408","",""
"2019-12-29T00:00:00.000Z","7380.19489663","5318",""
"2019-12-29T12:00:00.000Z","7420.27278806","",""
"2019-12-30T00:00:00.000Z","7348.4215022","5470",""
"2019-12-30T12:00:00.000Z","7300.67426507","",""
"2019-12-31T00:00:00.000Z","7284.04668253","5221",""
"2019-12-31T12:00:00.000Z","7197.48226269","",""
"2020-01-01T00:00:00.000Z","7204.5388118","4531",""
"2020-01-01T12:00:00.000Z","7200.50136362","",""
"2020-01-02T00:00:00.000Z","7158.91059072","6012",""
"2020-01-02T12:00:00.000Z","6985.47000061","",""
"2020-01-03T00:00:00.000Z","7337.60838909","7028",""
"2020-01-03T12:00:00.000Z","7347.15221902","",""
"2020-01-04T00:00:00.000Z","7353.42004445","5898",""
"2020-01-04T12:00:00.000Z","7410.45169373","",""
"2020-01-05T00:00:00.000Z","7487.79542401","6780",""
"2020-01-05T12:00:00.000Z","7410.81254092","",""
"2020-01-06T00:00:00.000Z","7574.67267403","6942",""
"2020-01-06T12:00:00.000Z","7781.86718275","",""
"2020-01-07T00:00:00.000Z","7949.68387129","8458",""
"2020-01-07T12:00:00.000Z","8161.93547734","",""
"2020-01-08T00:00:00.000Z","8339.72654507","8516",""
"2020-01-08T12:00:00.000Z","8079.86277673","",""
"2020-01-09T00:00:00.000Z","7899.20260602","5927",""
"2020-01-09T12:00:00.000Z","7879.07152428","",""
"2020-01-10T00:00:00.000Z","7819.43274748","6833",""
"2020-01-10T12:00:00.000Z","8166.55414039","",""
"2020-01-11T00:00:00.000Z","8081.73115124","6061",""
"2020-01-11T12:00:00.000Z","8037.53738872","",""
"2020-01-12T00:00:00.000Z","8135.03958905","5485",""
"2020-01-12T12:00:00.000Z","8192.49400532","",""
"2020-01-13T00:00:00.000Z","8137.72214292","5863",""
"2020-01-13T12:00:00.000Z","8144.19451744","",""
"2020-01-14T00:00:00.000Z","8577.26226727","9408",""
"2020-01-14T12:00:00.000Z","8827.76442606","",""
"2020-01-15T00:00:00.000Z","8745.78214316","8208",""
"2020-01-15T12:00:00.000Z","8807.01027532","",""
"2020-01-16T00:00:00.000Z","8680.81038311","6434",""
"2020-01-16T12:00:00.000Z","8723.78576573","",""
"2020-01-17T00:00:00.000Z","8907.49395589","7719",""
"2020-01-17T12:00:00.000Z","8929.0376776","",""
"2020-01-18T00:00:00.000Z","8861.45442199","6041",""
"2020-01-18T12:00:00.000Z","8941.44574506","",""
"2020-01-19T00:00:00.000Z","8670.5791477","7930",""
"2020-01-19T12:00:00.000Z","8706.24512993","",""
"2020-01-20T00:00:00.000Z","8653.8503771","6355",""
"2020-01-20T12:00:00.000Z","8657.64293942","",""
"2020-01-21T00:00:00.000Z","8659.07774947","6254",""
"2020-01-21T12:00:00.000Z","8745.89478833","",""
"2020-01-22T00:00:00.000Z","8664.76434932","5494",""
"2020-01-22T12:00:00.000Z","8680.65055954","",""
"2020-01-23T00:00:00.000Z","8449.17525205","6855",""
"2020-01-23T12:00:00.000Z","8406.5160678","",""
"2020-01-24T00:00:00.000Z","8379.67993017","6250",""
"2020-01-24T12:00:00.000Z","8445.43428152","",""
"2020-01-25T00:00:00.000Z","8324.891656","5137",""
"2020-01-25T12:00:00.000Z","8367.84777344","",""
"2020-01-26T00:00:00.000Z","8469.31128961","5355",""
"2020-01-26T12:00:00.000Z","8596.82983316","",""
"2020-01-27T00:00:00.000Z","8708.10076006","6737",""
"2020-01-27T12:00:00.000Z","8909.81917753","",""
"2020-01-28T00:00:00.000Z","9077.71068074","7986",""
"2020-01-28T12:00:00.000Z","9357.47037892","",""
"2020-01-29T00:00:00.000Z","9281.08736635","7490",""
"2020-01-29T12:00:00.000Z","9316.62950445","",""
"2020-01-30T00:00:00.000Z","9339.9492014","7037",""
"2020-01-30T12:00:00.000Z","9508.9935947","",""
"2020-01-31T00:00:00.000Z","9326.85195711","5621",""
"2020-01-31T12:00:00.000Z","9350.52936518","",""
"2020-02-01T00:00:00.000Z","9351.36245954","4765",""
"2020-02-01T12:00:00.000Z","9392.87536841","",""
"2020-02-02T00:00:00.000Z","9426.19965586","6755",""
"2020-02-02T12:00:00.000Z","9344.36529292","",""
"2020-02-03T00:00:00.000Z","9349.66107732","6280",""
"2020-02-03T12:00:00.000Z","9293.52108908","",""
"2020-02-04T00:00:00.000Z","9192.71484864","5330",""
"2020-02-04T12:00:00.000Z","9180.9629665","",""
"2020-02-05T00:00:00.000Z","9396.33901259","6078",""
"2020-02-05T12:00:00.000Z","9617.8210448","",""
"2020-02-06T00:00:00.000Z","9665.23471372","5389",""
"2020-02-06T12:00:00.000Z","9729.80223149","",""
"2020-02-07T00:00:00.000Z","9814.1874554","4582",""
"2020-02-07T12:00:00.000Z","9795.94377253","",""
"2020-02-08T00:00:00.000Z","9799.05341441","6301",""
"2020-02-08T12:00:00.000Z","9865.11946905","",""
"2020-02-09T00:00:00.000Z","10091.7488773","8114",""
"2020-02-09T12:00:00.000Z","10116.673759","",""
"2020-02-10T00:00:00.000Z","9803.71444384","7240",""
"2020-02-10T12:00:00.000Z","9855.89170857","",""
"2020-02-11T00:00:00.000Z","9793.75877456","7188",""
"2020-02-11T12:00:00.000Z","10208.2362609","",""
"2020-02-12T00:00:00.000Z","10335.0506319","7958",""
"2020-02-12T12:00:00.000Z","10326.0545246","",""
"2020-02-13T00:00:00.000Z","10124.2383149","8539",""
"2020-02-13T12:00:00.000Z","10211.5503892","",""
"2020-02-14T00:00:00.000Z","10238.6543433","6824",""
"2020-02-14T12:00:00.000Z","10312.1160909","",""
"2020-02-15T00:00:00.000Z","10222.1123767","6282",""
"2020-02-15T12:00:00.000Z","9889.42462838","",""
"2020-02-16T00:00:00.000Z","9943.89355024","6528",""
"2020-02-16T12:00:00.000Z","9934.43339025","",""
"2020-02-17T00:00:00.000Z","9633.29409666","7429",""
"2020-02-17T12:00:00.000Z","9690.14261814","",""
"2020-02-18T00:00:00.000Z","9720.16406321","7493",""
"2020-02-18T12:00:00.000Z","10141.9963705","",""
"2020-02-19T00:00:00.000Z","10157.3999907","7391",""
"2020-02-19T12:00:00.000Z","9633.38688518","",""
"2020-02-20T00:00:00.000Z","9605.51548241","7121",""
"2020-02-20T12:00:00.000Z","9608.47590343","",""
"2020-02-21T00:00:00.000Z","9694.11846308","6727",""
"2020-02-21T12:00:00.000Z","9686.44119763","",""
"2020-02-22T00:00:00.000Z","9632.17979769","5103",""
"2020-02-22T12:00:00.000Z","9663.18182933","",""
"2020-02-23T00:00:00.000Z","9834.96080585","6026",""
"2020-02-23T12:00:00.000Z","9924.51522822","",""
"2020-02-24T00:00:00.000Z","9774.9375241","7623",""
"2020-02-24T12:00:00.000Z","9650.17480677","",""
"2020-02-25T00:00:00.000Z","9579.54525962","8172",""
"2020-02-25T12:00:00.000Z","9341.70516876","",""
"2020-02-26T00:00:00.000Z","9168.14164027","9671",""
"2020-02-26T12:00:00.000Z","8820.52220005","",""
"2020-02-27T00:00:00.000Z","8802.0944566","8208",""
"2020-02-27T12:00:00.000Z","8784.49384867","",""
"2020-02-28T00:00:00.000Z","8600.31264516","7704",""
"2020-02-28T12:00:00.000Z","8672.45534996","",""
"2020-02-29T00:00:00.000Z","8698.71856649","4991",""
"2020-02-29T12:00:00.000Z","8599.50861972","",""
"2020-03-01T00:00:00.000Z","8652.80275035","6100",""
"2020-03-01T12:00:00.000Z","8562.45405008","",""
"2020-03-02T00:00:00.000Z","8752.70729726","6794",""
"2020-03-02T12:00:00.000Z","8869.67031078","",""
"2020-03-03T00:00:00.000Z","8879.38821707","6599",""
"2020-03-03T12:00:00.000Z","8787.78645576","",""
"2020-03-04T00:00:00.000Z","8753.67088705","5843",""
"2020-03-04T12:00:00.000Z","8755.24589461","",""
"2020-03-05T00:00:00.000Z","9103.85315953","6911",""
"2020-03-05T12:00:00.000Z","9078.76279174","",""
"2020-03-06T00:00:00.000Z","9157.4828884","5729",""
"2020-03-06T12:00:00.000Z","9122.54557333","",""
"2020-03-07T00:00:00.000Z","9121.17983868","5318",""
"2020-03-07T12:00:00.000Z","8909.9536515","",""
"2020-03-08T00:00:00.000Z","8757.84303614","9109",""
"2020-03-08T12:00:00.000Z","8108.11629101","",""
"2020-03-09T00:00:00.000Z","7816.18695826","11289",""
"2020-03-09T12:00:00.000Z","7923.6447033","",""
"2020-03-10T00:00:00.000Z","8069.42281688","7956",""
"2020-03-10T12:00:00.000Z","7909.72939346","",""
"2020-03-11T00:00:00.000Z","7842.75762662","7458",""
"2020-03-11T12:00:00.000Z","7911.43012933","",""
"2020-03-12T00:00:00.000Z","6044.9176301","22899",""
"2020-03-12T12:00:00.000Z","5017.83083939","",""
"2020-03-13T00:00:00.000Z","5503.66511805","22585",""
"2020-03-13T12:00:00.000Z","5563.70689169","",""
"2020-03-14T00:00:00.000Z","5485.39252397","8417",""
"2020-03-14T12:00:00.000Z","5200.36626392","",""
"2020-03-15T00:00:00.000Z","5448.67221798","9587",""
"2020-03-15T12:00:00.000Z","5392.31488002","",""
"2020-03-16T00:00:00.000Z","4656.311535","13018",""
"2020-03-16T12:00:00.000Z","5014.47997748","",""
"2020-03-17T00:00:00.000Z","5220.49060018","8826",""
"2020-03-17T12:00:00.000Z","5225.62919259","",""
"2020-03-18T00:00:00.000Z","5162.78455495","8356",""
"2020-03-18T12:00:00.000Z","5238.43857664","",""
"2020-03-19T00:00:00.000Z","5491.45665305","10671",""
"2020-03-19T12:00:00.000Z","6191.19295222","",""
"2020-03-20T00:00:00.000Z","6682.60478696","10332",""
"2020-03-20T12:00:00.000Z","6198.77820508","",""
"2020-03-21T00:00:00.000Z","6055.40852067","6607",""
"2020-03-21T12:00:00.000Z","6185.06651501","",""
"2020-03-22T00:00:00.000Z","6202.5385122","7617",""
"2020-03-22T12:00:00.000Z","5830.25479765","",""
"2020-03-23T00:00:00.000Z","5856.63380188","9257",""
"2020-03-23T12:00:00.000Z","6416.31475839","",""
"2020-03-24T00:00:00.000Z","6745.42790236","8442",""
"2020-03-24T12:00:00.000Z","6734.80378045","",""
"2020-03-25T00:00:00.000Z","6551.64115086","7870",""
"2020-03-25T12:00:00.000Z","6681.06312656","",""
"2020-03-26T00:00:00.000Z","6623.12452368","6892",""
"2020-03-26T12:00:00.000Z","6716.44054866","",""
"2020-03-27T00:00:00.000Z","6671.76076773","7299",""
"2020-03-27T12:00:00.000Z","6469.79813509","",""
"2020-03-28T00:00:00.000Z","6266.86535136","7600",""
"2020-03-28T12:00:00.000Z","6242.1938684","",""
"2020-03-29T00:00:00.000Z","6169.3598969","7070",""
"2020-03-29T12:00:00.000Z","5922.0431227","",""
"2020-03-30T00:00:00.000Z","6338.7550114","7669",""
"2020-03-30T12:00:00.000Z","6429.84193389","",""
"2020-03-31T00:00:00.000Z","6402.89186859","6120",""
"2020-03-31T12:00:00.000Z","6438.64476637","",""
"2020-04-01T00:00:00.000Z","6346.84306629","7531",""
"2020-04-01T12:00:00.000Z","6606.77626829","",""
"2020-04-02T00:00:00.000Z","6674.32412263","9438",""
"2020-04-02T12:00:00.000Z","6793.62459642","",""
"2020-04-03T00:00:00.000Z","6999.96190205","7132",""
"2020-04-03T12:00:00.000Z","6733.3873906","",""
"2020-04-04T00:00:00.000Z","6747.85483619","5840",""
"2020-04-04T12:00:00.000Z","6867.52731596","",""
"2020-04-05T00:00:00.000Z","6788.00083764","5686",""
"2020-04-05T12:00:00.000Z","6791.12944093","",""
"2020-04-06T00:00:00.000Z","7116.94045672","9089",""
"2020-04-06T12:00:00.000Z","7271.7811527","",""
"2020-04-07T00:00:00.000Z","7389.36666084","8390",""
"2020-04-07T12:00:00.000Z","7176.41450049","",""
"2020-04-08T00:00:00.000Z","7282.84513132","7350",""
"2020-04-08T12:00:00.000Z","7334.09845346","",""
"2020-04-09T00:00:00.000Z","7243.28725194","6964",""
"2020-04-09T12:00:00.000Z","7303.81519824","",""
"2020-04-10T00:00:00.000Z","6918.87986951","8894",""
"2020-04-10T12:00:00.000Z","6865.49337195","",""
"2020-04-11T00:00:00.000Z","6871.02280905","6052",""
"2020-04-11T12:00:00.000Z","6859.08296343","",""
"2020-04-12T00:00:00.000Z","6867.4825119","7050",""
"2020-04-12T12:00:00.000Z","6971.09159108","",""
"2020-04-13T00:00:00.000Z","6802.58810638","8414",""
"2020-04-13T12:00:00.000Z","6845.03769683","",""
"2020-04-14T00:00:00.000Z","6844.84829885","6827",""
"2020-04-14T12:00:00.000Z","6845.56171696","",""
"2020-04-15T00:00:00.000Z","6792.06227232","7244",""
"2020-04-15T12:00:00.000Z","6642.10989286","",""
"2020-04-16T00:00:00.000Z","7019.38647056","9862",""
"2020-04-16T12:00:00.000Z","7116.55260865","",""
"2020-04-17T00:00:00.000Z","7102.02547187","6841",""
"2020-04-17T12:00:00.000Z","7096.18465879","",""
"2020-04-18T00:00:00.000Z","7140.7882613","7127",""
"2020-04-18T12:00:00.000Z","7257.66485847","",""
"2020-04-19T00:00:00.000Z","7216.44310523","6744",""
"2020-04-19T12:00:00.000Z","7189.42482356","",""
"2020-04-20T00:00:00.000Z","7049.84800585","9688",""
"2020-04-20T12:00:00.000Z","6881.95869275","",""
"2020-04-21T00:00:00.000Z","6839.48108635","8442",""
"2020-04-21T12:00:00.000Z","6880.32347375","",""
"2020-04-22T00:00:00.000Z","6989.93797665","8016",""
"2020-04-22T12:00:00.000Z","7117.20747869","",""
"2020-04-23T00:00:00.000Z","7099.6157908","10472",""
"2020-04-23T12:00:00.000Z","7429.72464927","",""
"2020-04-24T00:00:00.000Z","7538.69111987","7808",""
"2020-04-24T12:00:00.000Z","7550.48301195","",""
"2020-04-25T00:00:00.000Z","7576.96751321","6890",""
"2020-04-25T12:00:00.000Z","7569.93603405","",""
"2020-04-26T00:00:00.000Z","7634.41130873","7205",""
"2020-04-26T12:00:00.000Z","7679.86720422","",""
"2020-04-27T00:00:00.000Z","7729.11957416","8820",""
"2020-04-27T12:00:00.000Z","7795.60083451","",""
"2020-04-28T00:00:00.000Z","7756.05608751","8147",""
"2020-04-28T12:00:00.000Z","7807.05845106","",""
"2020-04-29T00:00:00.000Z","8111.00921452","16905",""
"2020-04-29T12:00:00.000Z","8801.03776688","",""
"2020-04-30T00:00:00.000Z","8920.97641632","16192",""
"2020-04-30T12:00:00.000Z","8658.55417975","",""
"2020-05-01T00:00:00.000Z","8993.2422366","9627",""
"2020-05-01T12:00:00.000Z","8864.76680793","",""
"2020-05-02T00:00:00.000Z","8902.9462322","8117",""
"2020-05-02T12:00:00.000Z","8988.5962069","",""
"2020-05-03T00:00:00.000Z","9077.18528145","10242",""
"2020-05-03T12:00:00.000Z","8897.46850985","",""
"2020-05-04T00:00:00.000Z","8724.66988482","9145",""
"2020-05-04T12:00:00.000Z","8912.65460539","",""
"2020-05-05T00:00:00.000Z","8898.09107556","9076",""
"2020-05-05T12:00:00.000Z","9003.07017834","",""
"2020-05-06T00:00:00.000Z","9294.52370999","11365",""
"2020-05-06T12:00:00.000Z","9268.76208066","",""
"2020-05-07T00:00:00.000Z","9296.31356097","16753",""
"2020-05-07T12:00:00.000Z","9951.5187451","",""
"2020-05-08T00:00:00.000Z","9913.91738286","12798",""
"2020-05-08T12:00:00.000Z","9842.66636785","",""
"2020-05-09T00:00:00.000Z","9636.16259049","10068",""
"2020-05-09T12:00:00.000Z","9591.16923131","",""
"2020-05-10T00:00:00.000Z","8743.08844235","16794",""
"2020-05-10T12:00:00.000Z","8756.43114193","",""
"2020-05-11T00:00:00.000Z","8921.64169005","18195",""
"2020-05-11T12:00:00.000Z","8601.79620238","",""
"2020-05-12T00:00:00.000Z","8773.264243","10796",""
"2020-05-12T12:00:00.000Z","8804.47781074","",""
"2020-05-13T00:00:00.000Z","8995.80503068","10167",""
"2020-05-13T12:00:00.000Z","9269.98770576","",""
"2020-05-14T00:00:00.000Z","9641.10695387","12145",""
"2020-05-14T12:00:00.000Z","9733.72147137","",""
"2020-05-15T00:00:00.000Z","9600.47064053","11710",""
"2020-05-15T12:00:00.000Z","9328.19722645","",""
"2020-05-16T00:00:00.000Z","9410.77561608","10478",""
"2020-05-16T12:00:00.000Z","9377.0140257","",""
"2020-05-17T00:00:00.000Z","9525.35186602","9635",""
"2020-05-17T12:00:00.000Z","9670.73937122","",""
"2020-05-18T00:00:00.000Z","9612.18199502","10712",""
"2020-05-18T12:00:00.000Z","9726.5748149","",""
"2020-05-19T00:00:00.000Z","9764.69452774","8915",""
"2020-05-19T12:00:00.000Z","9725.32936525","",""
"2020-05-20T00:00:00.000Z","9739.56859213","11835",""
"2020-05-20T12:00:00.000Z","9522.98115678","",""
"2020-05-21T00:00:00.000Z","9361.8184402","11797",""
"2020-05-21T12:00:00.000Z","9081.76202252","",""
"2020-05-22T00:00:00.000Z","9174.95713948","9222",""
"2020-05-22T12:00:00.000Z","9182.57751787","",""
"2020-05-23T00:00:00.000Z","9180.48675461","6733",""
"2020-05-23T12:00:00.000Z","9209.28742769","",""
"2020-05-24T00:00:00.000Z","9169.49931422","9209",""
"2020-05-24T12:00:00.000Z","8790.36800074","",""
"2020-05-25T00:00:00.000Z","8751.62175184","8509",""
"2020-05-25T12:00:00.000Z","8906.93476142","",""
"2020-05-26T00:00:00.000Z","8886.57451476","7676",""
"2020-05-26T12:00:00.000Z","8835.05306073","",""
"2020-05-27T00:00:00.000Z","9130.86096899","8844",""
"2020-05-27T12:00:00.000Z","9181.01794762","",""
"2020-05-28T00:00:00.000Z","9229.9717114","8755",""
"2020-05-28T12:00:00.000Z","9525.7510947","",""
"2020-05-29T00:00:00.000Z","9403.75856036","6931",""
"2020-05-29T12:00:00.000Z","9439.12439045","",""
"2020-05-30T00:00:00.000Z","9571.58967183","7344",""
"2020-05-30T12:00:00.000Z","9700.41407169","",""
"2020-05-31T00:00:00.000Z","9581.34400757","6583",""
"2020-05-31T12:00:00.000Z","9463.6056622","",""
"2020-06-01T00:00:00.000Z","9539.45226892","9739",""
"2020-06-01T12:00:00.000Z","10167.2681012","",""
"2020-06-02T00:00:00.000Z","10115.7122097","12767",""
"2020-06-02T12:00:00.000Z","9529.80414872","",""
"2020-06-03T00:00:00.000Z","9617.18512378","6714",""
"2020-06-03T12:00:00.000Z","9656.71776526","",""
"2020-06-04T00:00:00.000Z","9582.2896852","6801",""
"2020-06-04T12:00:00.000Z","9800.63659532","",""
"2020-06-05T00:00:00.000Z","9695.7018368","6493",""
"2020-06-05T12:00:00.000Z","9665.53278908","",""
"2020-06-06T00:00:00.000Z","9687.66151647","5674",""
"2020-06-06T12:00:00.000Z","9653.67926335","",""
"2020-06-07T00:00:00.000Z","9621.78818585","6592",""
"2020-06-07T12:00:00.000Z","9758.8524174","",""
"2020-06-08T00:00:00.000Z","9747.43462773","6033",""
"2020-06-08T12:00:00.000Z","9771.48948366","",""
"2020-06-09T00:00:00.000Z","9702.9393722","6432",""
"2020-06-09T12:00:00.000Z","9795.70019463","",""
"2020-06-10T00:00:00.000Z","9753.52380252","7219",""
"2020-06-10T12:00:00.000Z","9870.09445278","",""
"2020-06-11T00:00:00.000Z","9798.45780639","9872",""
"2020-06-11T12:00:00.000Z","9320.69085457","",""
"2020-06-12T00:00:00.000Z","9510.45485442","6171",""
"2020-06-12T12:00:00.000Z","9480.84378943","",""
"2020-06-13T00:00:00.000Z","9430.2996639","4947",""
"2020-06-13T12:00:00.000Z","9475.27733834","",""
"2020-06-14T00:00:00.000Z","9455.50541708","5713",""
"2020-06-14T12:00:00.000Z","9386.78789214","",""
"2020-06-15T00:00:00.000Z","9133.01361485","9215",""
"2020-06-15T12:00:00.000Z","9450.70198692","",""
"2020-06-16T00:00:00.000Z","9514.90855868","7636",""
"2020-06-16T12:00:00.000Z","9538.0243743","",""
"2020-06-17T00:00:00.000Z","9515.47804331","7697",""
"2020-06-17T12:00:00.000Z","9480.25536624","",""
"2020-06-18T00:00:00.000Z","9429.23495296","6987",""
"2020-06-18T12:00:00.000Z","9411.84046197","",""
"2020-06-19T00:00:00.000Z","9381.9065686","7746",""
"2020-06-19T12:00:00.000Z","9288.01871603","",""
"2020-06-20T00:00:00.000Z","9301.83542835","6318",""
"2020-06-20T12:00:00.000Z","9332.340762","",""
"2020-06-21T00:00:00.000Z","9373.55203207","4964",""
"2020-06-21T12:00:00.000Z","9303.62971409","",""
"2020-06-22T00:00:00.000Z","9452.54167725","9213",""
"2020-06-22T12:00:00.000Z","9648.71760979","",""
"2020-06-23T00:00:00.000Z","9622.45441398","6806",""
"2020-06-23T12:00:00.000Z","9629.65836578","",""
"2020-06-24T00:00:00.000Z","9383.29073348","9369",""
"2020-06-24T12:00:00.000Z","9313.61034868","",""
"2020-06-25T00:00:00.000Z","9224.64189631","8385",""
"2020-06-25T12:00:00.000Z","9260.99499378","",""
"2020-06-26T00:00:00.000Z","9187.92523049","7490",""
"2020-06-26T12:00:00.000Z","9162.91760386","",""
"2020-06-27T00:00:00.000Z","9166.45344867","8167",""
"2020-06-27T12:00:00.000Z","9045.39095672","",""
"2020-06-28T00:00:00.000Z","9053.19172615","6353",""
"2020-06-28T12:00:00.000Z","9143.58219104","",""
"2020-06-29T00:00:00.000Z","9086.15831077","6605",""
"2020-06-29T12:00:00.000Z","9190.85446467","",""
"2020-06-30T00:00:00.000Z","9175.56585619","6107",""
"2020-06-30T12:00:00.000Z","9137.99340026","",""
"2020-07-01T00:00:00.000Z","9169.54551535","6555",""
"2020-07-01T12:00:00.000Z","9231.13965322","",""
"2020-07-02T00:00:00.000Z","9201.98771073","8554",""
"2020-07-02T12:00:00.000Z","9124.84264611","",""
"2020-07-03T00:00:00.000Z","9089.99923777","5618",""
"2020-07-03T12:00:00.000Z","9084.23373428","",""
"2020-07-04T00:00:00.000Z","9063.38910816","4875",""
"2020-07-04T12:00:00.000Z","9132.48795051","",""
"2020-07-05T00:00:00.000Z","9041.38592097","6309",""
"2020-07-05T12:00:00.000Z","9073.94286936","",""
"2020-07-06T00:00:00.000Z","9204.92629774","7746",""
"2020-07-06T12:00:00.000Z","9375.47475925","",""
"2020-07-07T00:00:00.000Z","9266.70326024","6634",""
"2020-07-07T12:00:00.000Z","9252.27750386","",""
"2020-07-08T00:00:00.000Z","9299.02326114","8372",""
"2020-07-08T12:00:00.000Z","9428.3330848","",""
"2020-07-09T00:00:00.000Z","9383.32786631","7763",""
"2020-07-09T12:00:00.000Z","9277.96790642","",""
"2020-07-10T00:00:00.000Z","9179.35396361","6603",""
"2020-07-10T12:00:00.000Z","9278.8078672","",""
"2020-07-11T00:00:00.000Z","9208.36305861","4888",""
"2020-07-11T12:00:00.000Z","9240.34632654","",""
"2020-07-12T00:00:00.000Z","9265.39483451","6116",""
"2020-07-12T12:00:00.000Z","9276.49985018","",""
"2020-07-13T00:00:00.000Z","9273.62548151","5442",""
"2020-07-13T12:00:00.000Z","9243.61385509","",""
"2020-07-14T00:00:00.000Z","9218.91214061","6150",""
"2020-07-14T12:00:00.000Z","9243.21341642","",""
"2020-07-15T00:00:00.000Z","9222.13197715","8231",""
"2020-07-15T12:00:00.000Z","9192.83736784","",""
"2020-07-16T00:00:00.000Z","9109.40087529","8455",""
"2020-07-16T12:00:00.000Z","9132.22786293","",""
"2020-07-17T00:00:00.000Z","9124.79645953","6116",""
"2020-07-17T12:00:00.000Z","9151.39223963","",""
"2020-07-18T00:00:00.000Z","9159.91773049","5105",""
"2020-07-18T12:00:00.000Z","9159.03990531","",""
"2020-07-19T00:00:00.000Z","9127.85554908","5511",""
"2020-07-19T12:00:00.000Z","9185.81691242","",""
"2020-07-20T00:00:00.000Z","9143.25230099","6748",""
"2020-07-20T12:00:00.000Z","9164.2313647","",""
"2020-07-21T00:00:00.000Z","9324.69980862","9970",""
"2020-07-21T12:00:00.000Z","9374.88752808","",""
"2020-07-22T00:00:00.000Z","9352.88709147","9399",""
"2020-07-22T12:00:00.000Z","9525.36344997","",""
"2020-07-23T00:00:00.000Z","9507.38077858","11062",""
"2020-07-23T12:00:00.000Z","9581.07201141","",""
"2020-07-24T00:00:00.000Z","9523.40287534","8894",""
"2020-07-24T12:00:00.000Z","9536.89268563","",""
