"Date","Social Volume","Volume"
"2020-01-10T12:00:00.000Z","","28714583844"
"2020-01-11T00:00:00.000Z","6061","28995830274"
"2020-01-11T12:00:00.000Z","","25521165085"
"2020-01-12T00:00:00.000Z","5485","24480708801"
"2020-01-12T12:00:00.000Z","","22903438381"
"2020-01-13T00:00:00.000Z","5863","22650813261"
"2020-01-13T12:00:00.000Z","","22482910688"
"2020-01-14T00:00:00.000Z","9408","30215537197"
"2020-01-14T12:00:00.000Z","","44841784107"
"2020-01-15T00:00:00.000Z","8208","46497982843"
"2020-01-15T12:00:00.000Z","","40102834650"
"2020-01-16T00:00:00.000Z","6434","34798374116"
"2020-01-16T12:00:00.000Z","","31313981931"
"2020-01-17T00:00:00.000Z","7719","34446801790"
"2020-01-17T12:00:00.000Z","","36372139320"
"2020-01-18T00:00:00.000Z","6041","32995052279"
"2020-01-18T12:00:00.000Z","","32483191214"
"2020-01-19T00:00:00.000Z","7930","34670086631"
"2020-01-19T12:00:00.000Z","","34217320471"
"2020-01-20T00:00:00.000Z","6355","29017343220"
"2020-01-20T12:00:00.000Z","","26422375678"
"2020-01-21T00:00:00.000Z","6254","28891079816"
"2020-01-21T12:00:00.000Z","","24097418512"
"2020-01-22T00:00:00.000Z","5494","24688903654"
"2020-01-22T12:00:00.000Z","","22607828074"
"2020-01-23T00:00:00.000Z","6855","23877877279"
"2020-01-23T12:00:00.000Z","","25770680779"
"2020-01-24T00:00:00.000Z","6250","24703038468"
"2020-01-24T12:00:00.000Z","","24397913026"
"2020-01-25T00:00:00.000Z","5137","22530481131"
"2020-01-25T12:00:00.000Z","","19647331549"
"2020-01-26T00:00:00.000Z","5355","19606793080"
"2020-01-26T12:00:00.000Z","","22177678796"
"2020-01-27T00:00:00.000Z","6737","24292268339"
"2020-01-27T12:00:00.000Z","","28647338393"
"2020-01-28T00:00:00.000Z","7986","32499131229"
"2020-01-28T12:00:00.000Z","","34433349444"
"2020-01-29T00:00:00.000Z","7490","34067412852"
"2020-01-29T12:00:00.000Z","","30682598115"
"2020-01-30T00:00:00.000Z","7037","28114208582"
"2020-01-30T12:00:00.000Z","","32378792851"
"2020-01-31T00:00:00.000Z","5621","32931124372"
"2020-01-31T12:00:00.000Z","","29432489719"
"2020-02-01T00:00:00.000Z","4765","27908533700"
"2020-02-01T12:00:00.000Z","","25922656496"
"2020-02-02T00:00:00.000Z","6755","29185101695"
"2020-02-02T12:00:00.000Z","","30835736946"
"2020-02-03T00:00:00.000Z","6280","30918693483"
"2020-02-03T12:00:00.000Z","","30934096509"
"2020-02-04T00:00:00.000Z","5330","29863333018"
"2020-02-04T12:00:00.000Z","","29893183716"
"2020-02-05T00:00:00.000Z","6078","30104677115"
"2020-02-05T12:00:00.000Z","","35241765522"
"2020-02-06T00:00:00.000Z","5389","37475508029"
"2020-02-06T12:00:00.000Z","","37628823716"
"2020-02-07T00:00:00.000Z","4582","38613343908"
"2020-02-07T12:00:00.000Z","","34522718159"
"2020-02-08T00:00:00.000Z","6301","34453253965"
"2020-02-08T12:00:00.000Z","","35172043762"
"2020-02-09T00:00:00.000Z","8114","35847866353"
"2020-02-09T12:00:00.000Z","","35807884663"
"2020-02-10T00:00:00.000Z","7240","37955713755"
"2020-02-10T12:00:00.000Z","","39372218015"
"2020-02-11T00:00:00.000Z","7188","34195578921"
"2020-02-11T12:00:00.000Z","","37648059389"
"2020-02-12T00:00:00.000Z","7958","43141457915"
"2020-02-12T12:00:00.000Z","","43444303830"
"2020-02-13T00:00:00.000Z","8539","46078981412"
"2020-02-13T12:00:00.000Z","","49354639771"
"2020-02-14T00:00:00.000Z","6824","46708423974"
"2020-02-14T12:00:00.000Z","","43338264162"
"2020-02-15T00:00:00.000Z","6282","40525512676"
"2020-02-15T12:00:00.000Z","","43865054831"
"2020-02-16T00:00:00.000Z","6528","44226565788"
"2020-02-16T12:00:00.000Z","","43374780305"
"2020-02-17T00:00:00.000Z","7429","46760752512"
"2020-02-17T12:00:00.000Z","","45998298413"
"2020-02-18T00:00:00.000Z","7493","44220965538"
"2020-02-18T12:00:00.000Z","","47271023953"
"2020-02-19T00:00:00.000Z","7391","48894817200"
"2020-02-19T12:00:00.000Z","","46992019710"
"2020-02-20T00:00:00.000Z","7121","46888580241"
"2020-02-20T12:00:00.000Z","","44925260237"
"2020-02-21T00:00:00.000Z","6727","43150185110"
"2020-02-21T12:00:00.000Z","","40930547513"
"2020-02-22T00:00:00.000Z","5103","38288840957"
"2020-02-22T12:00:00.000Z","","35838025154"
"2020-02-23T00:00:00.000Z","6026","39492471047"
"2020-02-23T12:00:00.000Z","","41185185761"
"2020-02-24T00:00:00.000Z","7623","40356024421"
"2020-02-24T12:00:00.000Z","","45080496648"
"2020-02-25T00:00:00.000Z","8172","44487157881"
"2020-02-25T12:00:00.000Z","","42515259129"
"2020-02-26T00:00:00.000Z","9671","44066802236"
"2020-02-26T12:00:00.000Z","","50420050762"
"2020-02-27T00:00:00.000Z","8208","52841558740"
"2020-02-27T12:00:00.000Z","","45470195695"
"2020-02-28T00:00:00.000Z","7704","41515033261"
"2020-02-28T12:00:00.000Z","","44605450443"
"2020-02-29T00:00:00.000Z","4991","41480786122"
"2020-02-29T12:00:00.000Z","","35792392544"
"2020-03-01T00:00:00.000Z","6100","36099596445"
"2020-03-01T12:00:00.000Z","","35349164300"
"2020-03-02T00:00:00.000Z","6794","38840033112"
"2020-03-02T12:00:00.000Z","","42857674409"
"2020-03-03T00:00:00.000Z","6599","42429894643"
"2020-03-03T12:00:00.000Z","","42386715821"
"2020-03-04T00:00:00.000Z","5843","38963023658"
"2020-03-04T12:00:00.000Z","","34746706368"
"2020-03-05T00:00:00.000Z","6911","38933033127"
"2020-03-05T12:00:00.000Z","","39698054597"
"2020-03-06T00:00:00.000Z","5729","40169219612"
"2020-03-06T12:00:00.000Z","","40826885651"
"2020-03-07T00:00:00.000Z","5318","36616694293"
"2020-03-07T12:00:00.000Z","","36216930370"
"2020-03-08T00:00:00.000Z","9109","36715246845"
"2020-03-08T12:00:00.000Z","","39973102121"
"2020-03-09T00:00:00.000Z","11289","47717376720"
"2020-03-09T12:00:00.000Z","","46936995808"
"2020-03-10T00:00:00.000Z","7956","43067898582"
"2020-03-10T12:00:00.000Z","","42213940994"
"2020-03-11T00:00:00.000Z","7458","39842915575"
"2020-03-11T12:00:00.000Z","","38682762605"
"2020-03-12T00:00:00.000Z","22899","45093065477"
"2020-03-12T12:00:00.000Z","","54323831107"
"2020-03-13T00:00:00.000Z","22585","72680612561"
"2020-03-13T12:00:00.000Z","","74156772075"
"2020-03-14T00:00:00.000Z","8417","50629870666"
"2020-03-14T12:00:00.000Z","","36154506008"
"2020-03-15T00:00:00.000Z","9587","31956219751"
"2020-03-15T12:00:00.000Z","","33997889639"
"2020-03-16T00:00:00.000Z","13018","40076954935"
"2020-03-16T12:00:00.000Z","","45368026430"
"2020-03-17T00:00:00.000Z","8826","42591042984"
"2020-03-17T12:00:00.000Z","","38622642935"
"2020-03-18T00:00:00.000Z","8356","36802329580"
"2020-03-18T12:00:00.000Z","","37878801016"
"2020-03-19T00:00:00.000Z","10671","40024866155"
"2020-03-19T12:00:00.000Z","","51000731797"
"2020-03-20T00:00:00.000Z","10332","58868036183"
"2020-03-20T12:00:00.000Z","","54442976103"
"2020-03-21T00:00:00.000Z","6607","49527239295"
"2020-03-21T12:00:00.000Z","","42494390880"
"2020-03-22T00:00:00.000Z","7617","39666103850"
"2020-03-22T12:00:00.000Z","","40099664740"
"2020-03-23T00:00:00.000Z","9257","41032397487"
"2020-03-23T12:00:00.000Z","","46491916000"
"2020-03-24T00:00:00.000Z","8442","53754857597"
"2020-03-24T12:00:00.000Z","","48221910672"
"2020-03-25T00:00:00.000Z","7870","46721523505"
"2020-03-25T12:00:00.000Z","","44590107888"
"2020-03-26T00:00:00.000Z","6892","36188607817"
"2020-03-26T12:00:00.000Z","","35319797642"
"2020-03-27T00:00:00.000Z","7299","36301888773"
"2020-03-27T12:00:00.000Z","","34585598367"
"2020-03-28T00:00:00.000Z","7600","34798341846"
"2020-03-28T12:00:00.000Z","","34885225901"
"2020-03-29T00:00:00.000Z","7070","29728181858"
"2020-03-29T12:00:00.000Z","","28373690931"
"2020-03-30T00:00:00.000Z","7669","34671007650"
"2020-03-30T12:00:00.000Z","","37101651525"
"2020-03-31T00:00:00.000Z","6120","35766110745"
"2020-03-31T12:00:00.000Z","","32786468812"
"2020-04-01T00:00:00.000Z","7531","33196370535"
"2020-04-01T12:00:00.000Z","","40346426266"
"2020-04-02T00:00:00.000Z","9438","41110726397"
"2020-04-02T12:00:00.000Z","","47660646124"
"2020-04-03T00:00:00.000Z","7132","48684723507"
"2020-04-03T12:00:00.000Z","","38976504903"
"2020-04-04T00:00:00.000Z","5840","35464645516"
"2020-04-04T12:00:00.000Z","","33185988584"
"2020-04-05T00:00:00.000Z","5686","31480258220"
"2020-04-05T12:00:00.000Z","","29510409856"
"2020-04-06T00:00:00.000Z","9089","39033860329"
"2020-04-06T12:00:00.000Z","","46896904615"
"2020-04-07T00:00:00.000Z","8390","46616260670"
"2020-04-07T12:00:00.000Z","","44243482668"
"2020-04-08T00:00:00.000Z","7350","41530157843"
"2020-04-08T12:00:00.000Z","","37563249549"
"2020-04-09T00:00:00.000Z","6964","34077694431"
"2020-04-09T12:00:00.000Z","","34810961413"
"2020-04-10T00:00:00.000Z","8894","41162670105"
"2020-04-10T12:00:00.000Z","","43622840992"
"2020-04-11T00:00:00.000Z","6052","36105422302"
"2020-04-11T12:00:00.000Z","","31222085946"
"2020-04-12T00:00:00.000Z","7050","29355682082"
"2020-04-12T12:00:00.000Z","","35759567632"
"2020-04-13T00:00:00.000Z","8414","41615959956"
"2020-04-13T12:00:00.000Z","","38619308647"
"2020-04-14T00:00:00.000Z","6827","34198373630"
"2020-04-14T12:00:00.000Z","","33869793002"
"2020-04-15T00:00:00.000Z","7244","33680520866"
"2020-04-15T12:00:00.000Z","","32288311031"
"2020-04-16T00:00:00.000Z","9862","43569667395"
"2020-04-16T12:00:00.000Z","","46818340027"
"2020-04-17T00:00:00.000Z","6841","36768240933"
"2020-04-17T12:00:00.000Z","","32513423567"
"2020-04-18T00:00:00.000Z","7127","29815960032"
"2020-04-18T12:00:00.000Z","","32447188386"
"2020-04-19T00:00:00.000Z","6744","33895848024"
"2020-04-19T12:00:00.000Z","","31311210215"
"2020-04-20T00:00:00.000Z","9688","32439427413"
"2020-04-20T12:00:00.000Z","","37747113936"
"2020-04-21T00:00:00.000Z","8442","36992259312"
"2020-04-21T12:00:00.000Z","","32589741511"
"2020-04-22T00:00:00.000Z","8016","31128502430"
"2020-04-22T12:00:00.000Z","","33249153866"
"2020-04-23T00:00:00.000Z","10472","35385251113"
"2020-04-23T12:00:00.000Z","","43500782316"
"2020-04-24T00:00:00.000Z","7808","43584388194"
"2020-04-24T12:00:00.000Z","","34793093245"
"2020-04-25T00:00:00.000Z","6890","33882299353"
"2020-04-25T12:00:00.000Z","","32941541447"
"2020-04-26T00:00:00.000Z","7205","31580710522"
"2020-04-26T12:00:00.000Z","","33070154491"
"2020-04-27T00:00:00.000Z","8820","37297832368"
"2020-04-27T12:00:00.000Z","","36162144725"
"2020-04-28T00:00:00.000Z","8147","32595003274"
"2020-04-28T12:00:00.000Z","","33187959921"
"2020-04-29T00:00:00.000Z","16905","39572383709"
"2020-04-29T12:00:00.000Z","","60201052203"
"2020-04-30T00:00:00.000Z","16192","74894056035"
"2020-04-30T12:00:00.000Z","","66964629541"
"2020-05-01T00:00:00.000Z","9627","51475560131"
"2020-05-01T12:00:00.000Z","","44068389997"
"2020-05-02T00:00:00.000Z","8117","39536458326"
"2020-05-02T12:00:00.000Z","","40134388683"
"2020-05-03T00:00:00.000Z","10242","46313417208"
"2020-05-03T12:00:00.000Z","","47101785174"
"2020-05-04T00:00:00.000Z","9145","46891284180"
"2020-05-04T12:00:00.000Z","","45718796276"
"2020-05-05T00:00:00.000Z","9076","44451871789"
"2020-05-05T12:00:00.000Z","","43148462663"
"2020-05-06T00:00:00.000Z","11365","45413629160"
"2020-05-06T12:00:00.000Z","","49371886931"
"2020-05-07T00:00:00.000Z","16753","46962883372"
"2020-05-07T12:00:00.000Z","","61112700562"
"2020-05-08T00:00:00.000Z","12798","66002155806"
"2020-05-08T12:00:00.000Z","","51780748042"
"2020-05-09T00:00:00.000Z","10068","48395152647"
"2020-05-09T12:00:00.000Z","","46579620988"
"2020-05-10T00:00:00.000Z","16794","58917197613"
"2020-05-10T12:00:00.000Z","","63325279337"
"2020-05-11T00:00:00.000Z","18195","48616533038"
"2020-05-11T12:00:00.000Z","","57119858802"
"2020-05-12T00:00:00.000Z","10796","55882076770"
"2020-05-12T12:00:00.000Z","","42142717533"
"2020-05-13T00:00:00.000Z","10167","41875165553"
"2020-05-13T12:00:00.000Z","","45558144023"
"2020-05-14T00:00:00.000Z","12145","55721278261"
"2020-05-14T12:00:00.000Z","","56426907637"
"2020-05-15T00:00:00.000Z","11710","52956431193"
"2020-05-15T12:00:00.000Z","","48158802327"
"2020-05-16T00:00:00.000Z","10478","41326624937"
"2020-05-16T12:00:00.000Z","","36164766408"
"2020-05-17T00:00:00.000Z","9635","35179057365"
"2020-05-17T12:00:00.000Z","","40084250663"
"2020-05-18T00:00:00.000Z","10712","45609820224"
"2020-05-18T12:00:00.000Z","","41827139896"
"2020-05-19T00:00:00.000Z","8915","39201487449"
"2020-05-19T12:00:00.000Z","","39314475919"
"2020-05-20T00:00:00.000Z","11835","33658841201"
"2020-05-20T12:00:00.000Z","","36546239703"
"2020-05-21T00:00:00.000Z","11797","37636411144"
"2020-05-21T12:00:00.000Z","","39326160532"
"2020-05-22T00:00:00.000Z","9222","38175435740"
"2020-05-22T12:00:00.000Z","","29810773699"
"2020-05-23T00:00:00.000Z","6733","28637025711"
"2020-05-23T12:00:00.000Z","","27727866812"
"2020-05-24T00:00:00.000Z","9209","27663492653"
"2020-05-24T12:00:00.000Z","","32518803300"
"2020-05-25T00:00:00.000Z","8509","34754526624"
"2020-05-25T12:00:00.000Z","","31288157264"
"2020-05-26T00:00:00.000Z","7676","30098650485"
"2020-05-26T12:00:00.000Z","","29584186947"
"2020-05-27T00:00:00.000Z","8844","30480783976"
"2020-05-27T12:00:00.000Z","","32740536902"
"2020-05-28T00:00:00.000Z","8755","30964280820"
"2020-05-28T12:00:00.000Z","","34367073114"
"2020-05-29T00:00:00.000Z","6931","37271913813"
"2020-05-29T12:00:00.000Z","","32896642044"
"2020-05-30T00:00:00.000Z","7344","31121947085"
"2020-05-30T12:00:00.000Z","","32722975141"
"2020-05-31T00:00:00.000Z","6583","29514585408"
"2020-05-31T12:00:00.000Z","","27780483374"
"2020-06-01T00:00:00.000Z","9739","28539557576"
"2020-06-01T12:00:00.000Z","","35198901068"
"2020-06-02T00:00:00.000Z","12767","39672835308"
"2020-06-02T12:00:00.000Z","","39137252109"
"2020-06-03T00:00:00.000Z","6714","33851832675"
"2020-06-03T12:00:00.000Z","","25007459262"
"2020-06-04T00:00:00.000Z","6801","24814054073"
"2020-06-04T12:00:00.000Z","","25921805072"
"2020-06-05T00:00:00.000Z","6493","25861297837"
"2020-06-05T12:00:00.000Z","","23509628646"
"2020-06-06T00:00:00.000Z","5674","21982490972"
"2020-06-06T12:00:00.000Z","","20438419222"
"2020-06-07T00:00:00.000Z","6592","19093884692"
"2020-06-07T12:00:00.000Z","","25015250846"
"2020-06-08T00:00:00.000Z","6033","26573775343"
"2020-06-08T12:00:00.000Z","","21486346312"
"2020-06-09T00:00:00.000Z","6432","22867011288"
"2020-06-09T12:00:00.000Z","","23717842783"
"2020-06-10T00:00:00.000Z","7219","22735024618"
"2020-06-10T12:00:00.000Z","","25706567601"
"2020-06-11T00:00:00.000Z","9872","26627658851"
"2020-06-11T12:00:00.000Z","","30259021273"
"2020-06-12T00:00:00.000Z","6171","30395382852"
"2020-06-12T12:00:00.000Z","","22610564515"
"2020-06-13T00:00:00.000Z","4947","20009338472"
"2020-06-13T12:00:00.000Z","","17564322315"
"2020-06-14T00:00:00.000Z","5713","16753259933"
"2020-06-14T12:00:00.000Z","","18991732746"
"2020-06-15T00:00:00.000Z","9215","23482131284"
"2020-06-15T12:00:00.000Z","","26699704768"
"2020-06-16T00:00:00.000Z","7636","23703778779"
"2020-06-16T12:00:00.000Z","","21565537209"
"2020-06-17T00:00:00.000Z","7697","19484860328"
"2020-06-17T12:00:00.000Z","","20177709879"
"2020-06-18T00:00:00.000Z","6987","19505992987"
"2020-06-18T12:00:00.000Z","","17770083003"
"2020-06-19T00:00:00.000Z","7746","19309177130"
"2020-06-19T12:00:00.000Z","","19632223107"
"2020-06-20T00:00:00.000Z","6318","17986429126"
"2020-06-20T12:00:00.000Z","","17130541557"
"2020-06-21T00:00:00.000Z","4964","15603805842"
"2020-06-21T12:00:00.000Z","","15324301169"
"2020-06-22T00:00:00.000Z","9213","17033481935"
"2020-06-22T12:00:00.000Z","","21104009514"
"2020-06-23T00:00:00.000Z","6806","20423089813"
"2020-06-23T12:00:00.000Z","","17006433272"
"2020-06-24T00:00:00.000Z","9369","17931261719"
"2020-06-24T12:00:00.000Z","","18961716076"
"2020-06-25T00:00:00.000Z","8385","20009737089"
"2020-06-25T12:00:00.000Z","","18583561992"
"2020-06-26T00:00:00.000Z","7490","17961303562"
"2020-06-26T12:00:00.000Z","","18341465837"
"2020-06-27T00:00:00.000Z","8167","16218240145"
"2020-06-27T12:00:00.000Z","","17273093144"
"2020-06-28T00:00:00.000Z","6353","16741797039"
"2020-06-28T12:00:00.000Z","","14560870760"
"2020-06-29T00:00:00.000Z","6605","15816911993"
"2020-06-29T12:00:00.000Z","","16460547078"
"2020-06-30T00:00:00.000Z","6107","15999768830"
"2020-06-30T12:00:00.000Z","","15735797744"
"2020-07-01T00:00:00.000Z","6555","16026508373"
"2020-07-01T12:00:00.000Z","","15980608300"
"2020-07-02T00:00:00.000Z","8554","15784601562"
"2020-07-02T12:00:00.000Z","","16335392425"
"2020-07-03T00:00:00.000Z","5618","15225234763"
"2020-07-03T12:00:00.000Z","","13070194615"
"2020-07-04T00:00:00.000Z","4875","12517890325"
"2020-07-04T12:00:00.000Z","","12290528515"
"2020-07-05T00:00:00.000Z","6309","12826309830"
"2020-07-05T12:00:00.000Z","","12903406143"
"2020-07-06T00:00:00.000Z","7746","15164930276"
"2020-07-06T12:00:00.000Z","","17889263252"
"2020-07-07T00:00:00.000Z","6634","16523359674"
"2020-07-07T12:00:00.000Z","","13839652595"
"2020-07-08T00:00:00.000Z","8372","17255596613"
"2020-07-08T12:00:00.000Z","","19702359883"
"2020-07-09T00:00:00.000Z","7763","19333622636"
"2020-07-09T12:00:00.000Z","","18000702524"
"2020-07-10T00:00:00.000Z","6603","17960674375"
"2020-07-10T12:00:00.000Z","","16860035605"
"2020-07-11T00:00:00.000Z","4888","15296639743"
"2020-07-11T12:00:00.000Z","","13249910444"
"2020-07-12T00:00:00.000Z","6116","13107304278"
"2020-07-12T12:00:00.000Z","","14452361907"
"2020-07-13T00:00:00.000Z","5442","16416293309"
"2020-07-13T12:00:00.000Z","","17519821266"
"2020-07-14T00:00:00.000Z","6150","19372387416"
"2020-07-14T12:00:00.000Z","","18085038362"
"2020-07-15T00:00:00.000Z","8231","15800696817"
"2020-07-15T12:00:00.000Z","","15844731575"
"2020-07-16T00:00:00.000Z","8455","16748351375"
"2020-07-16T12:00:00.000Z","","15713967523"
"2020-07-17T00:00:00.000Z","6116","14328760730"
"2020-07-17T12:00:00.000Z","","13944570749"
"2020-07-18T00:00:00.000Z","5105","13044255324"
"2020-07-18T12:00:00.000Z","","12252601475"
"2020-07-19T00:00:00.000Z","5511","12377870480"
"2020-07-19T12:00:00.000Z","","12939002784"
"2020-07-20T00:00:00.000Z","6748","13352406800"
"2020-07-20T12:00:00.000Z","","13755604146"
"2020-07-21T00:00:00.000Z","9970","16246765914"
"2020-07-21T12:00:00.000Z","","18069581956"
"2020-07-22T00:00:00.000Z","9399","16654352271"
"2020-07-22T12:00:00.000Z","","16532254884"
"2020-07-23T00:00:00.000Z","11062","17171644361"
"2020-07-23T12:00:00.000Z","","18146399002"
"2020-07-24T00:00:00.000Z","8894","18325004060"
"2020-07-24T12:00:00.000Z","","16552768325"
"2020-07-25T00:00:00.000Z","9953","16210355629"
"2020-07-25T12:00:00.000Z","","16610070933"
"2020-07-26T00:00:00.000Z","11765","21468086899"
"2020-07-26T12:00:00.000Z","","20507998997"
"2020-07-27T00:00:00.000Z","23391","23791663123"
"2020-07-27T12:00:00.000Z","","35359749590"
"2020-07-28T00:00:00.000Z","15040","36639611378"
"2020-07-28T12:00:00.000Z","","28766551142"
"2020-07-29T00:00:00.000Z","12207","25414859986"
"2020-07-29T12:00:00.000Z","","24617249715"
"2020-07-30T00:00:00.000Z","9041","24726623372"
"2020-07-30T12:00:00.000Z","","22857247901"
"2020-07-31T00:00:00.000Z","10350","20670767121"
"2020-07-31T12:00:00.000Z","","23160469766"
"2020-08-01T00:00:00.000Z","12305","26977389040"
"2020-08-01T12:00:00.000Z","","26075670303"
"2020-08-02T00:00:00.000Z","15082","30376479358"
"2020-08-02T12:00:00.000Z","","27410067336"
"2020-08-03T00:00:00.000Z","9261","20205154847"
"2020-08-03T12:00:00.000Z","","20271713443"
"2020-08-04T00:00:00.000Z","9036","23419964169"
"2020-08-04T12:00:00.000Z","","21250197042"
"2020-08-05T00:00:00.000Z","10532","21554791124"
"2020-08-05T12:00:00.000Z","","24411254471"
"2020-08-06T00:00:00.000Z","10123","24676685692"
"2020-08-06T12:00:00.000Z","","23400720491"
"2020-08-07T00:00:00.000Z","10811","23394325057"
"2020-08-07T12:00:00.000Z","","23132312867"
"2020-08-08T00:00:00.000Z","7842","21932869591"
"2020-08-08T12:00:00.000Z","","17572057837"
"2020-08-09T00:00:00.000Z","7366","18266988338"
"2020-08-09T12:00:00.000Z","","17489608833"
"2020-08-10T00:00:00.000Z","12160","24302004067"
"2020-08-10T12:00:00.000Z","","26118699108"
"2020-08-11T00:00:00.000Z","11887","23509778933"
"2020-08-11T12:00:00.000Z","","27039782640"
"2020-08-12T00:00:00.000Z","8531","27637429932"
"2020-08-12T12:00:00.000Z","","25064548486"
"2020-08-13T00:00:00.000Z","9986","25547428625"
"2020-08-13T12:00:00.000Z","","27522199497"
"2020-08-14T00:00:00.000Z","8620","27485039406"
"2020-08-14T12:00:00.000Z","","24237958589"
"2020-08-15T00:00:00.000Z","9859","23970037986"
"2020-08-15T12:00:00.000Z","","23354924400"
"2020-08-16T00:00:00.000Z","7854","21465468636"
"2020-08-16T12:00:00.000Z","","20593934924"
"2020-08-17T00:00:00.000Z","12808","20596778580"
"2020-08-17T12:00:00.000Z","","28227687027"
"2020-08-18T00:00:00.000Z","10279","29970916165"
"2020-08-18T12:00:00.000Z","","26043227672"
"2020-08-19T00:00:00.000Z","10144","27963028340"
"2020-08-19T12:00:00.000Z","","24502851117"
"2020-08-20T00:00:00.000Z","7484","21994615824"
"2020-08-20T12:00:00.000Z","","20196793938"
"2020-08-21T00:00:00.000Z","8018","21739340192"
"2020-08-21T12:00:00.000Z","","23777319859"
"2020-08-22T00:00:00.000Z","6075","24856248066"
"2020-08-22T12:00:00.000Z","","20224191306"
"2020-08-23T00:00:00.000Z","5663","18259824869"
"2020-08-23T12:00:00.000Z","","18482062658"
"2020-08-24T00:00:00.000Z","6170","20778152977"
"2020-08-24T12:00:00.000Z","","20681511755"
"2020-08-25T00:00:00.000Z","9011","21887050085"
"2020-08-25T12:00:00.000Z","","26301509932"
"2020-08-26T00:00:00.000Z","7314","26502463108"
"2020-08-26T12:00:00.000Z","","22466660958"
"2020-08-27T00:00:00.000Z","7248","22048044506"
"2020-08-27T12:00:00.000Z","","23240415076"
"2020-08-28T00:00:00.000Z","5412","23669650982"
"2020-08-28T12:00:00.000Z","","19807127588"
"2020-08-29T00:00:00.000Z","4435","19111044008"
"2020-08-29T12:00:00.000Z","","17485597759"
"2020-08-30T00:00:00.000Z","4821","18987259179"
"2020-08-30T12:00:00.000Z","","19760127945"
"2020-08-31T00:00:00.000Z","5732","21207947643"
"2020-08-31T12:00:00.000Z","","22285928250"
"2020-09-01T00:00:00.000Z","6939","27429298951"
"2020-09-01T12:00:00.000Z","","27311555343"
"2020-09-02T00:00:00.000Z","5912","29267928020"
"2020-09-02T12:00:00.000Z","","28037405299"
"2020-09-03T00:00:00.000Z","8579","25233481101"
"2020-09-03T12:00:00.000Z","","31927261555"
"2020-09-04T00:00:00.000Z","7106","36010478710"
"2020-09-04T12:00:00.000Z","","29965130374"
"2020-09-05T00:00:00.000Z","7169","33156705015"
"2020-09-05T12:00:00.000Z","","44916565292"
"2020-09-06T00:00:00.000Z","4811","49116629482"
"2020-09-06T12:00:00.000Z","","37071460174"
"2020-09-07T00:00:00.000Z","6173","34167906591"
"2020-09-07T12:00:00.000Z","","33703098409"
"2020-09-08T00:00:00.000Z","5701","33156852323"
"2020-09-08T12:00:00.000Z","","33430927462"
"2020-09-09T00:00:00.000Z","5086","30754397072"
"2020-09-09T12:00:00.000Z","","24128292755"
"2020-09-10T00:00:00.000Z","5529","43679651597"
"2020-09-10T12:00:00.000Z","","54406443211"
"2020-09-11T00:00:00.000Z","4362","31047245397"
"2020-09-11T12:00:00.000Z","","45201121775"
"2020-09-12T00:00:00.000Z","3821","74954793838"
"2020-09-12T12:00:00.000Z","","36750077324"
"2020-09-13T00:00:00.000Z","5116","27574093494"
"2020-09-13T12:00:00.000Z","","36506852789"
"2020-09-14T00:00:00.000Z","4327","27819342225"
"2020-09-14T12:00:00.000Z","","35453581940"
"2020-09-15T00:00:00.000Z","4277","30725658801"
"2020-09-15T12:00:00.000Z","","32509451925"
"2020-09-16T00:00:00.000Z","6923","40013116231"
"2020-09-16T12:00:00.000Z","","30758859422"
"2020-09-17T00:00:00.000Z","5566","38462035459"
"2020-09-17T12:00:00.000Z","","38151810523"
"2020-09-18T00:00:00.000Z","5266","27950845204"
"2020-09-18T12:00:00.000Z","","26304668433"
"2020-09-19T00:00:00.000Z","4686","26386974775"
"2020-09-19T12:00:00.000Z","","22764204008"
"2020-09-20T00:00:00.000Z","4982","23293269923"
"2020-09-20T12:00:00.000Z","","24699523788"
"2020-09-21T00:00:00.000Z","7447","28300534241"
"2020-09-21T12:00:00.000Z","","28884999244"
"2020-09-22T00:00:00.000Z","5109","28353492570"
"2020-09-22T12:00:00.000Z","","23621787804"
"2020-09-23T00:00:00.000Z","6061","23454446684"
"2020-09-23T12:00:00.000Z","","23788661867"
"2020-09-24T00:00:00.000Z","5738","52654825291"
"2020-09-24T12:00:00.000Z","","47144380902"
"2020-09-25T00:00:00.000Z","4542","47756688245"
"2020-09-25T12:00:00.000Z","","39348590957"
"2020-09-26T00:00:00.000Z","3828","39376643189"
"2020-09-26T12:00:00.000Z","","46852525493"
"2020-09-27T00:00:00.000Z","4620","52460897880"
"2020-09-27T12:00:00.000Z","","53745972818"
"2020-09-28T00:00:00.000Z","4596","45601658996"
"2020-09-28T12:00:00.000Z","","47762394731"
"2020-09-29T00:00:00.000Z","4969","58862214222"
"2020-09-29T12:00:00.000Z","","46582396602"
"2020-09-30T00:00:00.000Z","4338","51475450270"
"2020-09-30T12:00:00.000Z","","44171073700"
"2020-10-01T00:00:00.000Z","6257","35003714253"
"2020-10-01T12:00:00.000Z","","40023134100"
"2020-10-02T00:00:00.000Z","5927","51765646244"
"2020-10-02T12:00:00.000Z","","48661453918"
"2020-10-03T00:00:00.000Z","3691","49266474870"
"2020-10-03T12:00:00.000Z","","44660271563"
"2020-10-04T00:00:00.000Z","4194","56666177699"
"2020-10-04T12:00:00.000Z","","71251776995"
