"Date","Marketcap (LTC)"
"2020-12-24T00:00:00.000Z","7381279579"
"2020-12-25T00:00:00.000Z","8402415631"
"2020-12-26T00:00:00.000Z","8567168165"
"2020-12-27T00:00:00.000Z","8439551136"
"2020-12-28T00:00:00.000Z","8608138657"
"2020-12-29T00:00:00.000Z","8542261137"
"2020-12-30T00:00:00.000Z","8571310124"
"2020-12-31T00:00:00.000Z","8256035501"
"2021-01-01T00:00:00.000Z","8358909486"
"2021-01-02T00:00:00.000Z","9069424356"
"2021-01-03T00:00:00.000Z","10610100157"
"2021-01-04T00:00:00.000Z","10254764750"
"2021-01-05T00:00:00.000Z","10506208953"
"2021-01-06T00:00:00.000Z","11196630531"
"2021-01-07T00:00:00.000Z","11236313944"
"2021-01-08T00:00:00.000Z","11479032354"
"2021-01-09T00:00:00.000Z","11757532983"
"2021-01-10T00:00:00.000Z","11335608546"
"2021-01-11T00:00:00.000Z","9224850105"
"2021-01-12T00:00:00.000Z","8786548247"
"2021-01-13T00:00:00.000Z","9766018251"
"2021-01-14T00:00:00.000Z","10080148977"
"2021-01-15T00:00:00.000Z","9561058743"
"2021-01-16T00:00:00.000Z","9563943063"
"2021-01-17T00:00:00.000Z","9443391846"
"2021-01-18T00:00:00.000Z","10088494155"
"2021-01-19T00:00:00.000Z","10178638262"
"2021-01-20T00:00:00.000Z","9943883702"
"2021-01-21T00:00:00.000Z","8631731441"
"2021-01-22T00:00:00.000Z","9106163561"
"2021-01-23T00:00:00.000Z","9138967679"
"2021-01-24T00:00:00.000Z","9387244668"
"2021-01-25T00:00:00.000Z","9120218856"
"2021-01-26T00:00:00.000Z","8942724603"
"2021-01-27T00:00:00.000Z","8159485219"
"2021-01-28T00:00:00.000Z","8859696434"
"2021-01-29T00:00:00.000Z","8961864718"
"2021-01-30T00:00:00.000Z","8855782168"
"2021-01-31T00:00:00.000Z","8602571147"
"2021-02-01T00:00:00.000Z","8566555552"
"2021-02-02T00:00:00.000Z","9463573244"
"2021-02-03T00:00:00.000Z","10334816210"
"2021-02-04T00:00:00.000Z","9640051952"
"2021-02-05T00:00:00.000Z","10285648748"
"2021-02-06T00:00:00.000Z","10344025914"
"2021-02-07T00:00:00.000Z","10041267658"
"2021-02-08T00:00:00.000Z","11110735149"
"2021-02-09T00:00:00.000Z","12101771285"
"2021-02-10T00:00:00.000Z","12107028489"
"2021-02-11T00:00:00.000Z","12262582772"
"2021-02-12T00:00:00.000Z","13110544888"
"2021-02-13T00:00:00.000Z","15039659993"
"2021-02-14T00:00:00.000Z","14256947121"
"2021-02-15T00:00:00.000Z","13809636077"
"2021-02-16T00:00:00.000Z","14001682545"
"2021-02-17T00:00:00.000Z","15760825693"
"2021-02-18T00:00:00.000Z","15090475729"
"2021-02-19T00:00:00.000Z","15744553204"
"2021-02-20T00:00:00.000Z","15143671930"
"2021-02-21T00:00:00.000Z","15117128942"
"2021-02-22T00:00:00.000Z","13846295160"
"2021-02-23T00:00:00.000Z","11773563803"
"2021-02-24T00:00:00.000Z","12070508501"
"2021-02-25T00:00:00.000Z","11904886776"
"2021-02-26T00:00:00.000Z","11340299606"
"2021-02-27T00:00:00.000Z","11454859536"
"2021-02-28T00:00:00.000Z","10978655641"
"2021-03-01T00:00:00.000Z","11666301506"
"2021-03-02T00:00:00.000Z","11843018105"
"2021-03-03T00:00:00.000Z","12553608189"
"2021-03-04T00:00:00.000Z","12058928099"
"2021-03-05T00:00:00.000Z","12039353700"
"2021-03-06T00:00:00.000Z","12188376458"
"2021-03-07T00:00:00.000Z","12707914233"
"2021-03-08T00:00:00.000Z","12787203585"
"2021-03-09T00:00:00.000Z","13568866822"
"2021-03-10T00:00:00.000Z","13362305353"
"2021-03-11T00:00:00.000Z","13409899023"
"2021-03-12T00:00:00.000Z","14715870199"
"2021-03-13T00:00:00.000Z","15100529216"
"2021-03-14T00:00:00.000Z","14350314679"
"2021-03-15T00:00:00.000Z","13416579221"
"2021-03-16T00:00:00.000Z","13403133372"
"2021-03-17T00:00:00.000Z","13739726325"
"2021-03-18T00:00:00.000Z","13372309588"
"2021-03-19T00:00:00.000Z","13408836542"
"2021-03-20T00:00:00.000Z","13393101107"
"2021-03-21T00:00:00.000Z","13102583632"
"2021-03-22T00:00:00.000Z","12480313549"
"2021-03-23T00:00:00.000Z","12502735967"
"2021-03-24T00:00:00.000Z","11854104964"
"2021-03-25T00:00:00.000Z","11548812450"
"2021-03-26T00:00:00.000Z","12298583953"
"2021-03-27T00:00:00.000Z","12336637351"
"2021-03-28T00:00:00.000Z","12351098573"
"2021-03-29T00:00:00.000Z","12981660946"
"2021-03-30T00:00:00.000Z","13129004499"
"2021-03-31T00:00:00.000Z","13183541314"
"2021-04-01T00:00:00.000Z","13224071625"
"2021-04-02T00:00:00.000Z",""
"2021-04-03T00:00:00.000Z",""
"2021-04-04T00:00:00.000Z",""
"2021-04-05T00:00:00.000Z",""
"2021-04-06T00:00:00.000Z",""
"2021-04-07T00:00:00.000Z",""
"2021-04-08T00:00:00.000Z",""
"2021-04-09T00:00:00.000Z",""
"2021-04-10T00:00:00.000Z",""
"2021-04-11T00:00:00.000Z",""
"2021-04-12T00:00:00.000Z",""
"2021-04-13T00:00:00.000Z",""
"2021-04-14T00:00:00.000Z",""
"2021-04-15T00:00:00.000Z",""
"2021-04-16T00:00:00.000Z",""
