"Date","Marketcap"
"2019-04-01T00:00:00.000Z","73269368747"
"2019-04-02T00:00:00.000Z","85986009273"
"2019-04-03T00:00:00.000Z","87625075595"
"2019-04-04T00:00:00.000Z","86778727821"
"2019-04-05T00:00:00.000Z","88796118649"
"2019-04-06T00:00:00.000Z","89212733449"
"2019-04-07T00:00:00.000Z","91674230185"
"2019-04-08T00:00:00.000Z","93286365973"
"2019-04-09T00:00:00.000Z","91799330425"
"2019-04-10T00:00:00.000Z","93918439274"
"2019-04-11T00:00:00.000Z","89341168456"
"2019-04-12T00:00:00.000Z","89792633045"
"2019-04-13T00:00:00.000Z","89925574874"
"2019-04-14T00:00:00.000Z","91188595340"
"2019-04-15T00:00:00.000Z","89422237602"
"2019-04-16T00:00:00.000Z","92414776205"
"2019-04-17T00:00:00.000Z","92702617458"
"2019-04-18T00:00:00.000Z","93528321905"
"2019-04-19T00:00:00.000Z","93638345002"
"2019-04-20T00:00:00.000Z","94213277787"
"2019-04-21T00:00:00.000Z","93847052256"
"2019-04-22T00:00:00.000Z","95354207775"
"2019-04-23T00:00:00.000Z","98402305964"
"2019-04-24T00:00:00.000Z","96530038144"
"2019-04-25T00:00:00.000Z","92046492863"
"2019-04-26T00:00:00.000Z","93272287959"
"2019-04-27T00:00:00.000Z","93147209261"
"2019-04-28T00:00:00.000Z","93391244394"
"2019-04-29T00:00:00.000Z","92737510865"
"2019-04-30T00:00:00.000Z","94573826827"
"2019-05-01T00:00:00.000Z","95501110090"
"2019-05-02T00:00:00.000Z","97334862743"
"2019-05-03T00:00:00.000Z","101986240859"
"2019-05-04T00:00:00.000Z","103112021258"
"2019-05-05T00:00:00.000Z","102494420158"
"2019-05-06T00:00:00.000Z","101640471055"
"2019-05-07T00:00:00.000Z","103112368557"
"2019-05-08T00:00:00.000Z","105829143585"
"2019-05-09T00:00:00.000Z","109238600750"
"2019-05-10T00:00:00.000Z","112877755994"
"2019-05-11T00:00:00.000Z","127488435181"
"2019-05-12T00:00:00.000Z","123389710222"
"2019-05-13T00:00:00.000Z","138316573807"
"2019-05-14T00:00:00.000Z","141508656734"
"2019-05-15T00:00:00.000Z","145254332460"
"2019-05-16T00:00:00.000Z","139599559277"
"2019-05-17T00:00:00.000Z","130034777632"
"2019-05-18T00:00:00.000Z","128704265237"
"2019-05-19T00:00:00.000Z","145185076704"
"2019-05-20T00:00:00.000Z","141315695727"
"2019-05-21T00:00:00.000Z","141065573610"
"2019-05-22T00:00:00.000Z","136063898960"
"2019-05-23T00:00:00.000Z","139654107034"
"2019-05-24T00:00:00.000Z","141539115575"
"2019-05-25T00:00:00.000Z","142755366202"
"2019-05-26T00:00:00.000Z","153725486067"
"2019-05-27T00:00:00.000Z","156093754762"
"2019-05-28T00:00:00.000Z","154590202287"
"2019-05-29T00:00:00.000Z","153537047654"
"2019-05-30T00:00:00.000Z","147525141134"
"2019-05-31T00:00:00.000Z","152059886413"
"2019-06-01T00:00:00.000Z","151890214309"
"2019-06-02T00:00:00.000Z","155055753426"
"2019-06-03T00:00:00.000Z","145619047341"
"2019-06-04T00:00:00.000Z","136742790468"
"2019-06-05T00:00:00.000Z","138824651666"
"2019-06-06T00:00:00.000Z","138800725479"
"2019-06-07T00:00:00.000Z","142754693587"
"2019-06-08T00:00:00.000Z","141093807803"
"2019-06-09T00:00:00.000Z","136465098533"
"2019-06-10T00:00:00.000Z","142023351079"
"2019-06-11T00:00:00.000Z","140748537529"
"2019-06-12T00:00:00.000Z","144629140641"
"2019-06-13T00:00:00.000Z","146160317148"
"2019-06-14T00:00:00.000Z","154398880249"
"2019-06-15T00:00:00.000Z","156982138834"
"2019-06-16T00:00:00.000Z","159670584436"
"2019-06-17T00:00:00.000Z","165573372261"
"2019-06-18T00:00:00.000Z","161353637185"
"2019-06-19T00:00:00.000Z","164780855868"
"2019-06-20T00:00:00.000Z","169304784791"
"2019-06-21T00:00:00.000Z","180293241528"
"2019-06-22T00:00:00.000Z","190214124823"
"2019-06-23T00:00:00.000Z","192970090354"
"2019-06-24T00:00:00.000Z","195762668679"
"2019-06-25T00:00:00.000Z","209647943360"
"2019-06-26T00:00:00.000Z","231477999228"
"2019-06-27T00:00:00.000Z","198878940963"
"2019-06-28T00:00:00.000Z","220681459665"
"2019-06-29T00:00:00.000Z","212252658549"
"2019-06-30T00:00:00.000Z","192442065810"
"2019-07-01T00:00:00.000Z","188297637573"
"2019-07-02T00:00:00.000Z","192206536805"
"2019-07-03T00:00:00.000Z","212867079175"
"2019-07-04T00:00:00.000Z","199617404431"
"2019-07-05T00:00:00.000Z","195424678267"
"2019-07-06T00:00:00.000Z","199546110914"
"2019-07-07T00:00:00.000Z","203881891345"
"2019-07-08T00:00:00.000Z","218778355444"
"2019-07-09T00:00:00.000Z","223887599035"
"2019-07-10T00:00:00.000Z","216515999522"
"2019-07-11T00:00:00.000Z","202324174691"
"2019-07-12T00:00:00.000Z","210494417831"
"2019-07-13T00:00:00.000Z","202968191000"
"2019-07-14T00:00:00.000Z","182741933551"
"2019-07-15T00:00:00.000Z","194147627474"
"2019-07-16T00:00:00.000Z","168908640950"
"2019-07-17T00:00:00.000Z","172777250514"
"2019-07-18T00:00:00.000Z","189906635095"
"2019-07-19T00:00:00.000Z","187725578627"
"2019-07-20T00:00:00.000Z","191963691255"
"2019-07-21T00:00:00.000Z","188987475961"
"2019-07-22T00:00:00.000Z","184443440747"
"2019-07-23T00:00:00.000Z","176572890701"
"2019-07-24T00:00:00.000Z","175005760793"
"2019-07-25T00:00:00.000Z","176806451137"
"2019-07-26T00:00:00.000Z","176085968354"
"2019-07-27T00:00:00.000Z","169099540423"
"2019-07-28T00:00:00.000Z","170378420302"
"2019-07-29T00:00:00.000Z","169937148946"
"2019-07-30T00:00:00.000Z","171412259924"
"2019-07-31T00:00:00.000Z","180028959602"
"2019-08-01T00:00:00.000Z","185653203391"
"2019-08-02T00:00:00.000Z","187810795910"
"2019-08-03T00:00:00.000Z","193233960601"
"2019-08-04T00:00:00.000Z","195907875403"
"2019-08-05T00:00:00.000Z","210954040639"
"2019-08-06T00:00:00.000Z","205023347814"
"2019-08-07T00:00:00.000Z","213330426788"
"2019-08-08T00:00:00.000Z","213788089212"
"2019-08-09T00:00:00.000Z","211936660794"
"2019-08-10T00:00:00.000Z","202890020454"
"2019-08-11T00:00:00.000Z","205941632234"
"2019-08-12T00:00:00.000Z","203441494985"
"2019-08-13T00:00:00.000Z","194762696644"
"2019-08-14T00:00:00.000Z","179692803424"
"2019-08-15T00:00:00.000Z","184357666577"
"2019-08-16T00:00:00.000Z","185500055338"
"2019-08-17T00:00:00.000Z","182966857173"
"2019-08-18T00:00:00.000Z","185022920955"
"2019-08-19T00:00:00.000Z","195243306008"
"2019-08-20T00:00:00.000Z","192530283565"
"2019-08-21T00:00:00.000Z","181364502141"
"2019-08-22T00:00:00.000Z","181257125782"
"2019-08-23T00:00:00.000Z","186231409722"
"2019-08-24T00:00:00.000Z","181813631752"
"2019-08-25T00:00:00.000Z","181450186164"
"2019-08-26T00:00:00.000Z","185625235888"
"2019-08-27T00:00:00.000Z","182325540954"
"2019-08-28T00:00:00.000Z","174627460399"
"2019-08-29T00:00:00.000Z","170274910132"
"2019-08-30T00:00:00.000Z","171869216523"
"2019-08-31T00:00:00.000Z","172470743516"
"2019-09-01T00:00:00.000Z","174768292883"
"2019-09-02T00:00:00.000Z","185333114163"
"2019-09-03T00:00:00.000Z","190270214208"
"2019-09-04T00:00:00.000Z","189810010607"
"2019-09-05T00:00:00.000Z","189492405382"
"2019-09-06T00:00:00.000Z","185530405363"
"2019-09-07T00:00:00.000Z","188488525926"
"2019-09-08T00:00:00.000Z","187150078006"
"2019-09-09T00:00:00.000Z","185263578990"
"2019-09-10T00:00:00.000Z","181360731382"
"2019-09-11T00:00:00.000Z","182502788242"
"2019-09-12T00:00:00.000Z","186678943058"
"2019-09-13T00:00:00.000Z","185809163035"
"2019-09-14T00:00:00.000Z","185784300332"
"2019-09-15T00:00:00.000Z","185618174383"
"2019-09-16T00:00:00.000Z","184366827555"
"2019-09-17T00:00:00.000Z","183748515827"
